Title,Source,File_path,IMDb_id
an education,agarwal,./data/agarwal2015_screenplays/fail/51e301b81f7f8ee49901b3b5_An_Education.txt,
avatar,agarwal,./data/agarwal2015_screenplays/fail/51e301b81f7f8ee49901b3bc_Avatar.txt,0499549
the blind side,agarwal,./data/agarwal2015_screenplays/fail/51e301b81f7f8ee49901b3c2_The_Blind_Side.txt,0878804
broken embraces,agarwal,./data/agarwal2015_screenplays/fail/51e301b81f7f8ee49901b3cc_Broken_Embraces.txt,
coraline,agarwal,./data/agarwal2015_screenplays/fail/51e301b81f7f8ee49901b3dc_Coraline.txt,
funny people,agarwal,./data/agarwal2015_screenplays/fail/51e301b81f7f8ee49901b3fd_Funny_People.txt,
g i  joe  the rise of cobra,agarwal,./data/agarwal2015_screenplays/fail/51e301b81f7f8ee49901b400_G_I__Joe__The_Rise_of_Cobra.txt,
gamer,agarwal,./data/agarwal2015_screenplays/fail/51e301b81f7f8ee49901b401_Gamer.txt,
the girl with the dragon tattoo,agarwal,./data/agarwal2015_screenplays/fail/51e301b81f7f8ee49901b408_The_Girl_with_the_Dragon_Tattoo.txt,
the hangover,agarwal,./data/agarwal2015_screenplays/fail/51e301b81f7f8ee49901b40e_The_Hangover.txt,1119646
he s just not that into you,agarwal,./data/agarwal2015_screenplays/fail/51e301b81f7f8ee49901b412_He_s_Just_Not_That_Into_You.txt,1001508
in the loop,agarwal,./data/agarwal2015_screenplays/fail/51e301b81f7f8ee49901b422_In_the_Loop.txt,
the invention of lying,agarwal,./data/agarwal2015_screenplays/fail/51e301b81f7f8ee49901b427_The_Invention_of_Lying.txt,1058017
it s complicated,agarwal,./data/agarwal2015_screenplays/fail/51e301b81f7f8ee49901b429_It_s_Complicated.txt,
jennifer s body,agarwal,./data/agarwal2015_screenplays/fail/51e301b81f7f8ee49901b42c_Jennifer_s_Body.txt,1131734
law abiding citizen,agarwal,./data/agarwal2015_screenplays/fail/51e301b81f7f8ee49901b432_Law_Abiding_Citizen.txt,
the men who stare at goats,agarwal,./data/agarwal2015_screenplays/fail/51e301b81f7f8ee49901b444_The_Men_Who_Stare_at_Goats.txt,
ninja assassin,agarwal,./data/agarwal2015_screenplays/fail/51e301b81f7f8ee49901b456_Ninja_Assassin.txt,
orphan,agarwal,./data/agarwal2015_screenplays/fail/51e301b81f7f8ee49901b45a_Orphan.txt,
pandorum,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b45e_Pandorum.txt,
